,Student_ID,Age,Gender,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
385,386,21,0,2,4.9,Instagram,1,7.3,6,Single,3,7
386,387,20,1,1,7.4,TikTok,1,4.9,5,In Relationship,4,9
387,388,22,0,2,6.2,WhatsApp,1,6.0,6,Single,3,7
388,389,19,1,1,3.9,Instagram,0,8.1,7,In Relationship,2,5
389,390,21,0,2,4.7,Instagram,1,7.5,6,Single,3,7
390,391,20,1,1,4.5,TikTok,1,7.4,6,Single,3,7
391,392,22,0,2,3.3,Facebook,0,8.5,8,In Relationship,2,4
392,393,19,1,1,4.2,Instagram,1,7.7,7,Single,3,6
393,394,21,0,2,6.5,WhatsApp,1,5.8,5,In Relationship,4,8
394,395,20,1,1,3.2,Instagram,0,8.6,8,Single,2,4
395,396,22,0,2,4.8,TikTok,1,7.4,6,Single,3,7
396,397,19,1,1,7.5,Instagram,1,4.8,5,In Relationship,4,9
397,398,21,0,2,6.3,WhatsApp,1,5.9,6,Single,3,7
398,399,20,1,1,3.8,Instagram,0,8.2,7,In Relationship,2,5
399,400,22,0,2,4.6,TikTok,1,7.6,6,Single,3,7
400,401,19,1,1,4.4,Instagram,1,7.5,6,Single,3,7
401,402,21,0,2,3.2,Facebook,0,8.6,8,In Relationship,2,4
402,403,20,1,1,4.1,TikTok,1,7.8,7,Single,3,6
403,404,22,0,2,6.6,WhatsApp,1,5.7,5,In Relationship,4,8
404,405,19,1,1,3.1,Instagram,0,8.7,8,Single,2,4
405,406,21,0,2,4.7,Instagram,1,7.5,6,Single,3,7
406,407,20,1,1,7.6,TikTok,1,4.7,5,In Relationship,4,9
407,408,22,0,2,6.4,WhatsApp,1,5.8,6,Single,3,7
408,409,19,1,1,3.7,Instagram,0,8.3,7,In Relationship,2,5
409,410,21,0,2,4.5,Instagram,1,7.7,6,Single,3,7
410,411,20,1,1,4.3,TikTok,1,7.6,6,Single,3,7
411,412,22,0,2,3.1,Facebook,0,8.7,8,In Relationship,2,4
412,413,19,1,1,4.0,Instagram,1,7.9,7,Single,3,6
413,414,21,0,2,6.7,WhatsApp,1,5.6,5,In Relationship,4,8
414,415,20,1,1,3.0,Instagram,0,8.8,8,Single,2,4
415,416,22,0,2,4.6,TikTok,1,7.6,6,Single,3,7
416,417,19,1,1,7.7,Instagram,1,4.6,5,In Relationship,4,9
417,418,21,0,2,6.5,WhatsApp,1,5.7,6,Single,3,7
418,419,20,1,1,3.6,Instagram,0,8.4,7,In Relationship,2,5
419,420,22,0,2,4.4,TikTok,1,7.8,6,Single,3,7
420,421,19,1,1,4.2,Instagram,1,7.7,6,Single,3,7
421,422,21,0,2,3.0,Facebook,0,8.8,8,In Relationship,2,4
422,423,20,1,1,3.9,TikTok,1,8.0,7,Single,3,6
423,424,22,0,2,6.8,WhatsApp,1,5.5,5,In Relationship,4,8
424,425,19,1,1,2.9,Instagram,0,8.9,8,Single,2,4
425,426,21,0,2,4.5,Instagram,1,7.7,6,Single,3,7
426,427,20,1,1,7.8,TikTok,1,4.5,5,In Relationship,4,9
427,428,22,0,2,6.6,WhatsApp,1,5.6,6,Single,3,7
428,429,19,1,1,3.5,Instagram,0,8.5,7,In Relationship,2,5
429,430,21,0,2,4.3,Instagram,1,7.9,6,Single,3,7
430,431,20,1,1,4.1,TikTok,1,7.8,6,Single,3,7
431,432,22,0,2,2.9,Facebook,0,8.9,8,In Relationship,2,4
432,433,19,1,1,3.8,Instagram,1,8.1,7,Single,3,6
433,434,21,0,2,6.9,WhatsApp,1,5.4,5,In Relationship,4,8
434,435,20,1,1,2.8,Instagram,0,9.0,8,Single,2,4
435,436,22,0,2,4.4,TikTok,1,7.8,6,Single,3,7
436,437,19,1,1,7.9,Instagram,1,4.4,5,In Relationship,4,9
437,438,21,0,2,6.7,WhatsApp,1,5.5,6,Single,3,7
438,439,20,1,1,3.4,Instagram,0,8.6,7,In Relationship,2,5
439,440,22,0,2,4.2,TikTok,1,8.0,6,Single,3,7
440,441,19,1,1,4.0,Instagram,1,7.9,6,Single,3,7
441,442,21,0,2,2.8,Facebook,0,9.0,8,In Relationship,2,4
442,443,20,1,1,3.7,TikTok,1,8.2,7,Single,3,6
443,444,22,0,2,7.0,WhatsApp,1,5.3,5,In Relationship,4,8
444,445,19,1,1,2.7,Instagram,0,9.1,8,Single,2,4
445,446,21,0,2,4.3,Instagram,1,7.9,6,Single,3,7
446,447,20,1,1,8.0,TikTok,1,4.3,5,In Relationship,4,9
447,448,22,0,2,6.8,WhatsApp,1,5.4,6,Single,3,7
448,449,19,1,1,3.3,Instagram,0,8.7,7,In Relationship,2,5
449,450,21,0,2,4.1,Instagram,1,8.1,6,Single,3,7
450,451,20,1,1,3.9,TikTok,1,8.0,6,Single,3,7
451,452,22,0,2,2.7,Facebook,0,9.1,8,In Relationship,2,4
452,453,19,1,1,3.6,Instagram,1,8.3,7,Single,3,6
453,454,21,0,2,7.1,WhatsApp,1,5.2,5,In Relationship,4,8
454,455,20,1,1,2.6,Instagram,0,9.2,8,Single,2,4
455,456,22,0,2,4.2,TikTok,1,8.0,6,Single,3,7
456,457,19,1,1,8.1,Instagram,1,4.2,5,In Relationship,4,9
457,458,21,0,2,6.9,WhatsApp,1,5.3,6,Single,3,7
458,459,20,1,1,3.2,Instagram,0,8.8,7,In Relationship,2,5
459,460,22,0,2,4.0,TikTok,1,8.2,6,Single,3,7
460,461,19,1,1,3.8,Instagram,1,8.1,6,Single,3,7
461,462,21,0,2,2.6,Facebook,0,9.2,8,In Relationship,2,4
462,463,20,1,1,3.5,TikTok,1,8.4,7,Single,3,6
463,464,22,0,2,7.2,WhatsApp,1,5.1,5,In Relationship,4,8
464,465,19,1,1,2.5,Instagram,0,9.3,8,Single,2,4
465,466,21,0,2,4.1,Instagram,1,8.1,6,Single,3,7
466,467,20,1,1,8.2,TikTok,1,4.1,5,In Relationship,4,9
467,468,22,0,2,7.0,WhatsApp,1,5.2,6,Single,3,7
468,469,19,1,1,3.1,Instagram,0,8.9,7,In Relationship,2,5
469,470,21,0,2,3.9,Instagram,1,8.3,6,Single,3,7
470,471,20,1,1,3.7,TikTok,1,8.2,6,Single,3,7
471,472,22,0,2,2.5,Facebook,0,9.3,8,In Relationship,2,4
472,473,19,1,1,3.4,Instagram,1,8.5,7,Single,3,6
473,474,21,0,2,7.3,WhatsApp,1,5.0,5,In Relationship,4,8
474,475,20,1,1,2.4,Instagram,0,9.4,8,Single,2,4
475,476,22,0,2,4.0,TikTok,1,8.2,6,Single,3,7
476,477,19,1,1,8.3,Instagram,1,4.0,5,In Relationship,4,9
477,478,21,0,2,7.1,WhatsApp,1,5.1,6,Single,3,7
478,479,20,1,1,3.0,Instagram,0,9.0,7,In Relationship,2,5
479,480,22,0,2,3.8,TikTok,1,8.4,6,Single,3,7
480,481,19,1,1,3.6,Instagram,1,8.3,6,Single,3,7
481,482,21,0,2,2.4,Facebook,0,9.4,8,In Relationship,2,4
482,483,20,1,1,3.3,TikTok,1,8.6,7,Single,3,6
483,484,22,0,2,7.4,WhatsApp,1,4.9,5,In Relationship,4,8
484,485,19,1,1,2.3,Instagram,0,9.5,8,Single,2,4
485,486,21,0,2,3.9,Instagram,1,8.3,6,Single,3,7
486,487,20,1,1,8.4,TikTok,1,3.9,5,In Relationship,4,9
487,488,22,0,2,7.2,WhatsApp,1,5.0,6,Single,3,7
488,489,19,1,1,2.9,Instagram,0,9.1,7,In Relationship,2,5
489,490,21,0,2,3.7,Instagram,1,8.5,6,Single,3,7
490,491,20,1,1,3.5,TikTok,1,8.4,6,Single,3,7
491,492,22,0,2,2.3,Facebook,0,9.5,8,In Relationship,2,4
492,493,19,1,1,3.2,Instagram,1,8.7,7,Single,3,6
493,494,21,0,2,7.5,WhatsApp,1,4.8,5,In Relationship,4,8
494,495,20,1,1,2.2,Instagram,0,9.6,8,Single,2,4
495,496,22,0,2,3.8,TikTok,1,8.4,6,Single,3,7
496,497,19,1,1,8.5,Instagram,1,3.8,5,In Relationship,4,9
497,498,21,0,2,7.3,WhatsApp,1,4.9,6,Single,3,7
498,499,20,1,1,2.8,Instagram,0,9.2,7,In Relationship,2,5
499,500,22,0,2,3.6,TikTok,1,8.6,6,Single,3,7
500,501,19,1,1,6.2,WhatsApp,1,6.3,6,Single,3,7
501,502,21,0,2,4.5,WeChat,0,7.8,7,In Relationship,2,5
502,503,20,1,1,3.8,Instagram,0,8.2,8,Single,2,4
503,504,22,0,2,4.7,Instagram,1,7.5,7,In Relationship,3,6
504,505,19,1,1,5.1,TikTok,1,7.0,6,Single,3,7
505,506,21,0,2,5.5,WhatsApp,1,6.8,6,Single,3,7
506,507,20,1,1,6.5,Instagram,1,6.5,5,In Relationship,4,8
507,508,22,0,2,4.2,Facebook,0,7.9,7,Single,2,5
508,509,19,1,1,6.8,WhatsApp,1,6.0,5,In Relationship,4,8
509,510,21,0,2,4.8,Instagram,1,7.4,7,Single,3,6
510,511,20,1,1,6.1,Instagram,1,6.4,6,Single,3,7
511,512,22,0,2,4.4,WeChat,0,7.9,7,In Relationship,2,5
512,513,19,1,1,3.7,TikTok,0,8.3,8,Single,2,4
513,514,21,0,2,4.6,Instagram,1,7.6,7,In Relationship,3,6
514,515,20,1,1,5.2,TikTok,1,6.9,6,Single,3,7
515,516,22,0,2,5.6,WhatsApp,1,6.7,6,Single,3,7
516,517,19,1,1,6.6,Instagram,1,6.4,5,In Relationship,4,8
517,518,21,0,2,4.1,Facebook,0,8.0,7,Single,2,5
518,519,20,1,1,6.9,WhatsApp,1,5.9,5,In Relationship,4,8
519,520,22,0,2,4.7,TikTok,1,7.5,7,Single,3,6
520,521,19,1,1,6.0,WhatsApp,1,6.5,6,Single,3,7
521,522,21,0,2,4.3,WeChat,0,8.0,7,In Relationship,2,5
522,523,20,1,1,3.6,Instagram,0,8.4,8,Single,2,4
523,524,22,0,2,4.5,Facebook,1,7.7,7,In Relationship,3,6
524,525,19,1,1,5.3,TikTok,1,6.8,6,Single,3,7
525,526,21,0,2,5.7,WhatsApp,1,6.6,6,Single,3,7
526,527,20,1,1,6.7,Instagram,1,6.3,5,In Relationship,4,8
527,528,22,0,2,4.0,Facebook,0,8.1,7,Single,2,5
528,529,19,1,1,7.0,WhatsApp,1,5.8,5,In Relationship,4,8
529,530,21,0,2,4.6,Instagram,1,7.6,7,Single,3,6
530,531,20,1,1,5.9,TikTok,1,6.6,6,Single,3,7
531,532,22,0,2,4.2,WeChat,0,8.1,7,In Relationship,2,5
532,533,19,1,1,3.5,Instagram,0,8.5,8,Single,2,4
533,534,21,0,2,4.4,Facebook,1,7.8,7,In Relationship,3,6
534,535,20,1,1,5.4,TikTok,1,6.7,6,Single,3,7
535,536,22,0,2,5.8,WhatsApp,1,6.5,6,Single,3,7
536,537,19,1,1,6.8,Instagram,1,6.2,5,In Relationship,4,8
537,538,21,0,2,3.9,Facebook,0,8.2,7,Single,2,5
538,539,20,1,1,7.1,WhatsApp,1,5.7,5,In Relationship,4,8
539,540,22,0,2,4.5,TikTok,1,7.7,7,Single,3,6
540,541,19,1,1,5.8,WhatsApp,1,6.7,6,Single,3,7
541,542,21,0,2,4.1,WeChat,0,8.2,7,In Relationship,2,5
542,543,20,1,1,3.4,Instagram,0,8.6,8,Single,2,4
543,544,22,0,2,4.3,Instagram,1,7.9,7,In Relationship,3,6
544,545,19,1,1,5.5,TikTok,1,6.6,6,Single,3,7
545,546,21,0,2,5.9,WhatsApp,1,6.4,6,Single,3,7
546,547,20,1,1,6.9,Instagram,1,6.1,5,In Relationship,4,8
547,548,22,0,2,3.8,Facebook,0,8.3,7,Single,2,5
548,549,19,1,1,7.2,WhatsApp,1,5.6,5,In Relationship,4,8
549,550,21,0,2,4.4,Instagram,1,7.8,7,Single,3,6
550,551,20,1,1,5.7,TikTok,1,6.8,6,Single,3,7
551,552,22,0,2,4.0,WeChat,0,8.3,7,In Relationship,2,5
552,553,19,1,1,3.3,Instagram,0,8.7,8,Single,2,4
553,554,21,0,2,4.2,Facebook,1,8.0,7,In Relationship,3,6
554,555,20,1,1,5.6,TikTok,1,6.5,6,Single,3,7
555,556,22,0,2,6.0,WhatsApp,1,6.3,6,Single,3,7
556,557,19,1,1,7.0,Instagram,1,6.0,5,In Relationship,4,8
557,558,21,0,2,3.7,Facebook,0,8.4,7,Single,2,5
558,559,20,1,1,7.3,WhatsApp,1,5.5,5,In Relationship,4,8
559,560,22,0,2,4.3,TikTok,1,7.9,7,Single,3,6
560,561,19,1,1,5.6,WhatsApp,1,6.9,6,Single,3,7
561,562,21,0,2,3.9,WeChat,0,8.4,7,In Relationship,2,5
562,563,20,1,1,3.2,Instagram,0,8.8,8,Single,2,4
563,564,22,0,2,4.1,Instagram,1,8.1,7,In Relationship,3,6
564,565,19,1,1,5.7,TikTok,1,6.4,6,Single,3,7
565,566,21,0,2,6.1,WhatsApp,1,6.2,6,Single,3,7
566,567,20,1,1,7.1,Instagram,1,5.9,5,In Relationship,4,8
567,568,22,0,2,3.6,Facebook,0,8.5,7,Single,2,5
568,569,19,1,1,7.4,WhatsApp,1,5.4,5,In Relationship,4,8
569,570,21,0,2,4.2,Instagram,1,8.0,7,Single,3,6
570,571,20,1,1,6.1,Instagram,1,7.2,5,Single,4,7
571,572,23,0,2,3.8,Twitter,0,7.8,8,In Relationship,2,4
572,573,19,1,1,5.5,TikTok,1,6.8,6,Single,4,8
573,574,22,0,2,7.2,Facebook,1,5.9,4,Single,5,9
574,575,21,1,1,4.2,Instagram,0,7.5,7,In Relationship,2,5
575,576,24,0,2,6.8,TikTok,1,6.2,5,Single,4,8
576,577,20,1,1,5.9,Instagram,1,6.7,6,In Relationship,3,7
577,578,22,0,2,6.5,Facebook,1,6.1,5,Single,4,8
578,579,19,1,1,4.7,Twitter,0,7.4,7,Single,2,5
579,580,23,0,2,5.2,Instagram,1,7.0,6,In Relationship,3,6
580,581,21,1,1,6.3,TikTok,1,6.4,5,Single,4,8
581,582,24,0,2,4.9,Facebook,0,7.3,7,In Relationship,2,5
582,583,20,1,1,6.7,Instagram,1,6.0,5,Single,4,8
583,584,22,0,2,5.8,WeChat,1,6.5,6,In Relationship,3,7
584,585,19,1,1,4.5,Twitter,0,7.6,8,Single,2,4
585,586,23,0,2,6.4,Facebook,1,6.3,5,Single,4,8
586,587,21,1,1,4.1,Instagram,0,7.7,7,In Relationship,2,5
587,588,24,0,2,6.6,TikTok,1,6.2,5,Single,4,8
588,589,20,1,1,4.4,Instagram,0,7.4,7,In Relationship,2,5
589,590,22,0,2,5.7,Twitter,1,6.8,6,Single,3,7
590,591,19,1,1,7.0,Instagram,1,5.8,4,Single,5,9
591,592,23,0,2,4.3,Facebook,0,7.5,7,In Relationship,2,5
592,593,21,1,1,6.9,TikTok,1,6.1,5,Single,4,8
593,594,24,0,2,5.6,Instagram,1,6.9,6,In Relationship,3,7
594,595,20,1,1,6.2,Facebook,1,6.3,5,Single,4,8
595,596,21,0,1,5.8,Instagram,1,6.7,6,Single,3,7
596,597,23,1,2,4.9,TikTok,0,7.3,7,In Relationship,2,5
597,598,20,0,1,6.4,Facebook,1,6.2,5,Single,4,8
598,599,22,1,2,5.1,Twitter,0,7.1,7,In Relationship,2,5
599,600,19,0,1,6.7,Instagram,1,6.0,4,Single,4,8
600,601,24,1,2,5.5,WeChat,1,6.8,6,In Relationship,3,7
601,602,21,0,1,4.3,Twitter,0,7.6,8,Single,2,4
602,603,23,1,2,6.2,Instagram,1,6.4,5,Single,4,8
603,604,20,0,1,4.5,Facebook,0,7.4,7,In Relationship,2,5
604,605,22,1,2,6.3,TikTok,1,6.3,5,Single,4,8
605,606,19,0,1,4.7,Instagram,0,7.2,7,In Relationship,2,5
606,607,24,1,2,5.9,Twitter,1,6.6,6,Single,3,7
607,608,21,0,1,7.1,Facebook,1,5.7,4,Single,5,9
608,609,23,1,2,4.4,Instagram,0,7.4,7,In Relationship,2,5
609,610,20,0,1,6.6,TikTok,1,6.2,5,Single,4,8
610,611,22,1,2,5.4,Instagram,1,6.9,6,In Relationship,3,7
611,612,19,0,1,6.5,Facebook,1,6.1,5,Single,4,8
612,613,24,1,2,4.8,Twitter,0,7.3,7,In Relationship,2,5
613,614,21,0,1,5.7,Instagram,1,6.7,6,Single,3,7
614,615,23,1,2,6.1,TikTok,1,6.4,5,Single,4,8
615,616,20,0,1,4.6,Facebook,0,7.2,7,In Relationship,2,5
616,617,22,1,2,6.8,Instagram,1,5.9,4,Single,5,9
617,618,19,0,1,5.6,WeChat,1,6.8,6,In Relationship,3,7
618,619,24,1,2,4.2,Twitter,0,7.5,8,Single,2,4
619,620,21,0,1,6.3,TikTok,1,6.3,5,Single,4,8
620,621,23,1,2,4.4,Instagram,0,7.4,7,In Relationship,2,5
621,622,20,0,1,6.5,Facebook,1,6.2,5,Single,4,8
622,623,22,1,2,4.6,Twitter,0,7.3,7,In Relationship,2,5
623,624,19,0,1,5.8,Instagram,1,6.6,6,Single,3,7
624,625,24,1,2,7.0,TikTok,1,5.8,4,Single,5,9
625,626,21,0,1,4.5,Facebook,0,7.3,7,In Relationship,2,5
626,627,23,1,2,6.7,Instagram,1,6.1,5,Single,4,8
627,628,20,0,1,5.5,Twitter,1,6.8,6,In Relationship,3,7
628,629,22,1,2,6.4,Facebook,1,6.2,5,Single,4,8
629,630,19,0,1,4.7,Instagram,0,7.2,7,In Relationship,2,5
630,631,24,1,2,5.6,TikTok,1,6.7,6,Single,3,7
631,632,21,0,1,6.2,Facebook,1,6.3,5,Single,4,8
632,633,23,1,2,4.8,Twitter,0,7.1,7,In Relationship,2,5
633,634,20,0,1,6.9,Instagram,1,5.9,4,Single,5,9
634,635,22,1,2,5.7,WeChat,1,6.7,6,In Relationship,3,7
635,636,19,0,1,4.4,Twitter,0,7.4,8,Single,2,4
636,637,24,1,2,6.1,TikTok,1,6.4,5,Single,4,8
637,638,21,0,1,4.3,Instagram,0,7.5,7,In Relationship,2,5
638,639,23,1,2,6.4,Facebook,1,6.2,5,Single,4,8
639,640,20,0,1,4.5,Twitter,0,7.3,7,In Relationship,2,5
640,641,22,1,2,5.9,Instagram,1,6.5,6,Single,3,7
641,642,19,0,1,7.2,TikTok,1,5.7,4,Single,5,9
642,643,24,1,2,4.6,Facebook,0,7.2,7,In Relationship,2,5
643,644,21,0,1,6.8,Instagram,1,6.0,5,Single,4,8
644,645,23,1,2,5.3,Twitter,1,6.8,6,In Relationship,3,7
645,646,22,0,2,6.3,Facebook,1,6.2,5,Single,4,8
646,647,20,1,1,4.8,Instagram,0,7.1,7,In Relationship,2,5
647,648,23,0,2,5.7,TikTok,1,6.6,6,Single,3,7
648,649,21,1,1,6.2,Twitter,1,6.3,5,Single,4,8
649,650,24,0,2,4.7,Facebook,0,7.2,7,In Relationship,2,5
650,651,19,1,1,6.8,Instagram,1,5.9,4,Single,5,9
651,652,22,0,2,5.6,WeChat,1,6.7,6,In Relationship,3,7
652,653,20,1,1,4.3,Twitter,0,7.5,8,Single,2,4
653,654,23,0,2,6.2,TikTok,1,6.3,5,Single,4,8
654,655,21,1,1,4.4,Instagram,0,7.4,7,In Relationship,2,5
655,656,24,0,2,6.5,Facebook,1,6.1,5,Single,4,8
656,657,19,1,1,4.6,Twitter,0,7.3,7,In Relationship,2,5
657,658,22,0,2,5.8,Instagram,1,6.6,6,Single,3,7
658,659,20,1,1,7.1,TikTok,1,5.8,4,Single,5,9
659,660,23,0,2,4.5,Facebook,0,7.3,7,In Relationship,2,5
660,661,21,1,1,6.7,Instagram,1,6.0,5,Single,4,8
661,662,24,0,2,5.4,Twitter,1,6.8,6,In Relationship,3,7
662,663,19,1,1,6.4,TikTok,1,6.2,5,Single,4,8
663,664,22,0,2,4.7,Facebook,0,7.2,7,In Relationship,2,5
664,665,20,1,1,5.6,Instagram,1,6.7,6,Single,3,7
665,666,23,0,2,6.3,Twitter,1,6.2,5,Single,4,8
666,667,21,1,1,4.8,TikTok,0,7.1,7,In Relationship,2,5
667,668,24,0,2,6.9,Instagram,1,5.9,4,Single,5,9
668,669,19,1,1,5.7,WeChat,1,6.7,6,In Relationship,3,7
669,670,22,0,2,4.4,Twitter,0,7.4,8,Single,2,4
670,671,20,1,1,6.1,Facebook,1,6.4,5,Single,4,8
671,672,23,0,2,4.3,Instagram,0,7.5,7,In Relationship,2,5
672,673,21,1,1,6.4,TikTok,1,6.2,5,Single,4,8
673,674,24,0,2,4.5,Twitter,0,7.3,7,In Relationship,2,5
674,675,19,1,1,5.9,Instagram,1,6.5,6,Single,3,7
675,676,22,0,2,7.2,Facebook,1,5.7,4,Single,5,9
676,677,20,1,1,4.6,TikTok,0,7.2,7,In Relationship,2,5
677,678,23,0,2,6.8,Instagram,1,6.0,5,Single,4,8
678,679,21,1,1,5.3,Twitter,1,6.8,6,In Relationship,3,7
679,680,24,0,2,6.2,Facebook,1,6.3,5,Single,4,8
680,681,19,1,1,4.7,Instagram,0,7.2,7,In Relationship,2,5
681,682,22,0,2,5.8,TikTok,1,6.6,6,Single,3,7
682,683,20,1,1,6.1,Twitter,1,6.4,5,Single,4,8
683,684,23,0,2,4.8,Facebook,0,7.1,7,In Relationship,2,5
684,685,21,1,1,6.7,Instagram,1,6.0,4,Single,5,9
685,686,24,0,2,5.5,WeChat,1,6.8,6,In Relationship,3,7
686,687,19,1,1,4.2,Twitter,0,7.5,8,Single,2,4
687,688,22,0,2,6.3,TikTok,1,6.2,5,Single,4,8
688,689,20,1,1,4.4,Instagram,0,7.4,7,In Relationship,2,5
689,690,23,0,2,6.5,Facebook,1,6.1,5,Single,4,8
690,691,21,1,1,4.6,Twitter,0,7.3,7,In Relationship,2,5
691,692,24,0,2,5.9,Instagram,1,6.5,6,Single,3,7
692,693,19,1,1,7.0,TikTok,1,5.8,4,Single,5,9
693,694,22,0,2,4.5,Facebook,0,7.3,7,In Relationship,2,5
694,695,20,1,1,6.6,Instagram,1,6.1,5,Single,4,8
695,696,23,0,2,5.5,Twitter,1,6.7,6,In Relationship,3,7
696,697,21,1,1,6.3,TikTok,1,6.2,5,Single,4,8
697,698,24,0,2,4.8,Facebook,0,7.1,7,In Relationship,2,5
698,699,19,1,1,5.7,Instagram,1,6.6,6,Single,3,7
699,700,22,0,2,6.2,Twitter,1,6.3,5,Single,4,8
700,701,20,1,1,4.7,TikTok,0,7.2,7,In Relationship,2,5
701,702,23,0,2,6.8,Instagram,1,5.9,4,Single,5,9
702,703,21,1,1,5.6,WeChat,1,6.7,6,In Relationship,3,7
703,704,24,0,2,4.3,Twitter,0,7.5,8,Single,2,4
704,705,19,1,1,6.2,Facebook,1,6.3,5,Single,4,8
